country,date,confirmed,deaths,recovered
India,"Apr 6, 2020 @ 00:00:00.000",3588,99,229
India,"Apr 7, 2020 @ 00:00:00.000",4778,136,375
India,"Apr 8, 2020 @ 00:00:00.000",5311,150,421
India,"Apr 9, 2020 @ 00:00:00.000",5916,178,506
India,"Apr 10, 2020 @ 00:00:00.000",6725,226,620
India,"Apr 11, 2020 @ 00:00:00.000",7598,246,774
India,"Apr 12, 2020 @ 00:00:00.000",8446,288,969
India,"Apr 13, 2020 @ 00:00:00.000",9205,331,1080
India,"Apr 14, 2020 @ 00:00:00.000",10453,358,1181
India,"Apr 15, 2020 @ 00:00:00.000",11487,393,1359
India,"Apr 16, 2020 @ 00:00:00.000",12322,405,1432
India,"Apr 17, 2020 @ 00:00:00.000",13430,448,1768
India,"Apr 18, 2020 @ 00:00:00.000",14352,486,2041
India,"Apr 19, 2020 @ 00:00:00.000",15722,521,2463
India,"Apr 20, 2020 @ 00:00:00.000",17615,559,2854
India,"Apr 21, 2020 @ 00:00:00.000",18539,592,3273
India,"Apr 22, 2020 @ 00:00:00.000",20080,645,3975
India,"Apr 23, 2020 @ 00:00:00.000",21370,681,4370
India,"Apr 24, 2020 @ 00:00:00.000",23077,721,5012
India,"Apr 25, 2020 @ 00:00:00.000",24530,780,5498
India,"Apr 26, 2020 @ 00:00:00.000",26283,825,5939
India,"Apr 27, 2020 @ 00:00:00.000",27890,881,6523
India,"Apr 28, 2020 @ 00:00:00.000",29451,939,7137
India,"Apr 29, 2020 @ 00:00:00.000",31324,1008,7747
India,"Apr 30, 2020 @ 00:00:00.000",33062,1079,8437
India,"May 1, 2020 @ 00:00:00.000",34863,1154,9068
India,"May 2, 2020 @ 00:00:00.000",37257,1223,10007
India,"May 3, 2020 @ 00:00:00.000",39699,1323,10819
India,"May 4, 2020 @ 00:00:00.000",42505,1391,11775
India,"May 5, 2020 @ 00:00:00.000",46437,1566,12847
India,"May 6, 2020 @ 00:00:00.000",49400,1693,14142
India,"May 7, 2020 @ 00:00:00.000",52987,1785,15331
India,"May 8, 2020 @ 00:00:00.000",56351,1889,16776
India,"May 9, 2020 @ 00:00:00.000",59695,1985,17887
India,"May 10, 2020 @ 00:00:00.000",62808,2101,19301
India,"May 11, 2020 @ 00:00:00.000",67161,2212,20969
India,"May 12, 2020 @ 00:00:00.000",70768,2294,22549
India,"May 13, 2020 @ 00:00:00.000",74292,2415,24420
India,"May 14, 2020 @ 00:00:00.000",78055,2551,26400
India,"May 15, 2020 @ 00:00:00.000",81997,2649,27969
India,"May 16, 2020 @ 00:00:00.000",85784,2753,30258
India,"May 17, 2020 @ 00:00:00.000",90648,2871,34224
India,"May 18, 2020 @ 00:00:00.000",95698,3025,36795
India,"May 19, 2020 @ 00:00:00.000",100328,3156,39233
India,"May 20, 2020 @ 00:00:00.000",106475,3302,42309
India,"May 21, 2020 @ 00:00:00.000",112028,3434,45422
India,"May 22, 2020 @ 00:00:00.000",118226,3584,48553
India,"May 23, 2020 @ 00:00:00.000",124794,3726,51824
India,"May 24, 2020 @ 00:00:00.000",131423,3868,54385
India,"May 25, 2020 @ 00:00:00.000",138536,4024,57692
India,"May 26, 2020 @ 00:00:00.000",144950,4172,60706
India,"May 27, 2020 @ 00:00:00.000",150793,4344,64277
India,"May 28, 2020 @ 00:00:00.000",158086,4534,67749
India,"May 29, 2020 @ 00:00:00.000",165386,4711,70920
India,"May 30, 2020 @ 00:00:00.000",173491,4980,82627
India,"May 31, 2020 @ 00:00:00.000",181827,5185,86936
India,"Jun 1, 2020 @ 00:00:00.000",190609,5408,91852
India,"Jun 2, 2020 @ 00:00:00.000",198370,5608,95754
India,"Jun 3, 2020 @ 00:00:00.000",207191,5829,100285
India,"Jun 4, 2020 @ 00:00:00.000",216824,6088,104071
India,"Jun 5, 2020 @ 00:00:00.000",226713,6363,108450
India,"Jun 6, 2020 @ 00:00:00.000",236184,6649,113233
India,"Jun 7, 2020 @ 00:00:00.000",246622,6946,118695
India,"Jun 8, 2020 @ 00:00:00.000",257486,7207,123848
India,"Jun 9, 2020 @ 00:00:00.000",265928,7473,129095
India,"Jun 10, 2020 @ 00:00:00.000",276146,7750,134670
India,"Jun 11, 2020 @ 00:00:00.000",286605,8102,135206
India,"Jun 12, 2020 @ 00:00:00.000",297535,8498,147195
India,"Jun 13, 2020 @ 00:00:00.000",308993,8884,154330
India,"Jun 14, 2020 @ 00:00:00.000",320922,9195,162379
India,"Jun 15, 2020 @ 00:00:00.000",332424,9520,169798
India,"Jun 16, 2020 @ 00:00:00.000",343091,9900,180013
India,"Jun 17, 2020 @ 00:00:00.000",354065,11903,186935
India,"Jun 18, 2020 @ 00:00:00.000",366946,12237,194325
