country,date,confirmed,deaths,recovered
Russia,"Jul 15, 2020 @ 00:00:00.000",738787,11597,511958
Russia,"Jul 16, 2020 @ 00:00:00.000",745197,11753,522375
Russia,"Jul 17, 2020 @ 00:00:00.000",751612,11920,530801
Russia,"Jul 18, 2020 @ 00:00:00.000",758001,12106,538467
Russia,"Jul 19, 2020 @ 00:00:00.000",764215,12228,545909
Russia,"Jul 20, 2020 @ 00:00:00.000",770311,12323,549387
Russia,"Jul 21, 2020 @ 00:00:00.000",776212,12408,552644
Russia,"Jul 22, 2020 @ 00:00:00.000",782040,12561,561397
Russia,"Jul 23, 2020 @ 00:00:00.000",787890,12726,571049
Russia,"Jul 24, 2020 @ 00:00:00.000",793720,12873,579295
Russia,"Jul 25, 2020 @ 00:00:00.000",799499,13026,587728
Russia,"Jul 26, 2020 @ 00:00:00.000",805332,13172,596064
Russia,"Jul 27, 2020 @ 00:00:00.000",811073,13249,599172
Russia,"Jul 28, 2020 @ 00:00:00.000",816680,13334,602249
Russia,"Jul 29, 2020 @ 00:00:00.000",822060,13483,611109
Russia,"Jul 30, 2020 @ 00:00:00.000",827509,13650,619204
Russia,"Jul 31, 2020 @ 00:00:00.000",832993,13778,628482
Russia,"Aug 1, 2020 @ 00:00:00.000",838461,13939,637217
Russia,"Aug 2, 2020 @ 00:00:00.000",843890,14034,645316
Russia,"Aug 3, 2020 @ 00:00:00.000",849277,14104,648961
Russia,"Aug 4, 2020 @ 00:00:00.000",854641,14183,652372
Russia,"Aug 5, 2020 @ 00:00:00.000",859762,14327,660235
Russia,"Aug 6, 2020 @ 00:00:00.000",864948,14465,667769
Russia,"Aug 7, 2020 @ 00:00:00.000",870187,14579,675069
Russia,"Aug 8, 2020 @ 00:00:00.000",875378,14698,682278
Russia,"Aug 9, 2020 @ 00:00:00.000",880563,14827,688856
Russia,"Aug 10, 2020 @ 00:00:00.000",885718,14903,692059
Russia,"Aug 11, 2020 @ 00:00:00.000",890799,14973,695317
Russia,"Aug 12, 2020 @ 00:00:00.000",895691,15103,701796
Russia,"Aug 13, 2020 @ 00:00:00.000",900745,15231,708900
Russia,"Aug 14, 2020 @ 00:00:00.000",905762,15353,714934
Russia,"Aug 15, 2020 @ 00:00:00.000",910778,15467,721473
Russia,"Aug 16, 2020 @ 00:00:00.000",915808,15585,727895
Russia,"Aug 17, 2020 @ 00:00:00.000",920719,15653,731444
Russia,"Aug 18, 2020 @ 00:00:00.000",925558,15707,734573
Russia,"Aug 19, 2020 @ 00:00:00.000",930276,15836,741045
Russia,"Aug 20, 2020 @ 00:00:00.000",935066,15951,747802
Russia,"Aug 21, 2020 @ 00:00:00.000",939833,16058,753868
Russia,"Aug 22, 2020 @ 00:00:00.000",944671,16148,759639
Russia,"Aug 23, 2020 @ 00:00:00.000",949531,16268,765754
