country,date,confirmed,deaths,recovered
US,"May 3, 2020 @ 00:00:00.000",1136024,69425,175382
US,"May 4, 2020 @ 00:00:00.000",1161611,70546,180152
US,"May 5, 2020 @ 00:00:00.000",1184086,71879,187180
US,"May 6, 2020 @ 00:00:00.000",1208271,74197,189791
US,"May 7, 2020 @ 00:00:00.000",1233527,76560,189910
US,"May 8, 2020 @ 00:00:00.000",1261409,78496,195036
US,"May 9, 2020 @ 00:00:00.000",1288587,80243,198993
US,"May 10, 2020 @ 00:00:00.000",1314320,81731,212534
US,"May 11, 2020 @ 00:00:00.000",1334084,82625,216169
US,"May 12, 2020 @ 00:00:00.000",1352962,83640,232733
US,"May 13, 2020 @ 00:00:00.000",1375152,85266,230287
US,"May 14, 2020 @ 00:00:00.000",1396110,87029,243430
US,"May 15, 2020 @ 00:00:00.000",1423727,88812,246414
US,"May 16, 2020 @ 00:00:00.000",1449027,90493,250747
US,"May 17, 2020 @ 00:00:00.000",1474128,91709,268376
US,"May 18, 2020 @ 00:00:00.000",1493132,92467,272265
US,"May 19, 2020 @ 00:00:00.000",1514901,93243,283178
US,"May 20, 2020 @ 00:00:00.000",1535350,94798,289392
US,"May 21, 2020 @ 00:00:00.000",1559157,96377,294312
US,"May 22, 2020 @ 00:00:00.000",1584512,97611,298418
US,"May 23, 2020 @ 00:00:00.000",1608653,98884,350135
US,"May 24, 2020 @ 00:00:00.000",1630476,100014,361239
US,"May 25, 2020 @ 00:00:00.000",1651289,100628,366736
US,"May 26, 2020 @ 00:00:00.000",1670280,101151,379157
US,"May 27, 2020 @ 00:00:00.000",1689163,101846,384902
US,"May 28, 2020 @ 00:00:00.000",1707445,103364,391508
US,"May 29, 2020 @ 00:00:00.000",1730260,104556,399991
US,"May 30, 2020 @ 00:00:00.000",1754764,105727,406446
US,"May 31, 2020 @ 00:00:00.000",1779214,106706,416461
US,"Jun 1, 2020 @ 00:00:00.000",1799124,107297,444758
US,"Jun 2, 2020 @ 00:00:00.000",1816479,108074,458231
US,"Jun 3, 2020 @ 00:00:00.000",1837374,109117,463868
US,"Jun 4, 2020 @ 00:00:00.000",1857332,110128,479258
US,"Jun 5, 2020 @ 00:00:00.000",1878683,111151,485002
US,"Jun 6, 2020 @ 00:00:00.000",1903907,112100,491706
US,"Jun 7, 2020 @ 00:00:00.000",1926639,112787,500849
US,"Jun 8, 2020 @ 00:00:00.000",1944370,113234,506367
US,"Jun 9, 2020 @ 00:00:00.000",1961785,113747,518522
US,"Jun 10, 2020 @ 00:00:00.000",1979912,114692,524855
US,"Jun 11, 2020 @ 00:00:00.000",2000706,115610,533504
US,"Jun 12, 2020 @ 00:00:00.000",2023656,116498,540292
US,"Jun 13, 2020 @ 00:00:00.000",2048986,117330,547386
US,"Jun 14, 2020 @ 00:00:00.000",2074542,118093,556606
US,"Jun 15, 2020 @ 00:00:00.000",2094366,118401,561816
US,"Jun 16, 2020 @ 00:00:00.000",2114026,118792,576334
US,"Jun 17, 2020 @ 00:00:00.000",2137731,119635,583503
US,"Jun 18, 2020 @ 00:00:00.000",2163290,120387,592191
US,"Jun 19, 2020 @ 00:00:00.000",2191099,121097,599115
US,"Jun 20, 2020 @ 00:00:00.000",2222579,121769,606715
US,"Jun 21, 2020 @ 00:00:00.000",2255328,122382,617460
US,"Jun 22, 2020 @ 00:00:00.000",2281767,122666,622133
US,"Jun 23, 2020 @ 00:00:00.000",2312303,123053,640198
US,"Jun 24, 2020 @ 00:00:00.000",2347491,123900,647548
US,"Jun 25, 2020 @ 00:00:00.000",2382426,124664,656161
US,"Jun 26, 2020 @ 00:00:00.000",2422299,125223,663562
US,"Jun 27, 2020 @ 00:00:00.000",2467554,125835,670809
US,"Jun 28, 2020 @ 00:00:00.000",2510259,126335,679308
US,"Jun 29, 2020 @ 00:00:00.000",2549864,126586,685164
US,"Jun 30, 2020 @ 00:00:00.000",2590668,126950,705203
US,"Jul 1, 2020 @ 00:00:00.000",2636414,127685,720631
US,"Jul 2, 2020 @ 00:00:00.000",2687588,128372,729994
US,"Jul 3, 2020 @ 00:00:00.000",2742049,129096,781970
US,"Jul 4, 2020 @ 00:00:00.000",2795361,129749,790404
US,"Jul 5, 2020 @ 00:00:00.000",2841241,130020,894325
US,"Jul 6, 2020 @ 00:00:00.000",2891124,130319,906763
US,"Jul 7, 2020 @ 00:00:00.000",2936077,130670,924148
US,"Jul 8, 2020 @ 00:00:00.000",2996098,131894,936476
US,"Jul 9, 2020 @ 00:00:00.000",3054699,132744,953462
US,"Jul 10, 2020 @ 00:00:00.000",3117946,133756,969111
US,"Jul 11, 2020 @ 00:00:00.000",3185737,134586,983185
US,"Jul 12, 2020 @ 00:00:00.000",3245925,135277,995576
US,"Jul 13, 2020 @ 00:00:00.000",3304942,135728,1006326
US,"Jul 14, 2020 @ 00:00:00.000",3364157,136117,1031939
US,"Jul 15, 2020 @ 00:00:00.000",3431574,137045,1049098
US,"Jul 16, 2020 @ 00:00:00.000",3498902,138013,1075882
US,"Jul 17, 2020 @ 00:00:00.000",3576157,138966,1090645
US,"Jul 18, 2020 @ 00:00:00.000",3647715,139886,1107204
